logFC,AveExpr,t,P.Value,adj.P.Val,B
X1015_.hsa.mir.4732,-0.286055594993894,2.06800187286298,-1.29812924557538,0.194958919010313,0.22673000210829,-6.97316500687165
X451_.hsa.mir.3187,-0.128221513479588,0.757123077415865,-1.26922542172481,0.205067106066329,0.237898046692711,-7.01015145636308
X1283_.hsa.mir.548s,0.120835531649807,1.06799850802644,1.24892966019782,0.212389965956296,0.245205519720606,-7.03562880715605
X487_.hsa.mir.330,0.174497970186715,5.91473447950721,1.24888214554381,0.212407329184729,0.245205519720606,-7.03568797425681
X165_.hsa.mir.1306,-0.167416916494259,4.10061835128846,-1.23357994305696,0.218052846155161,0.251107311831493,-7.05462663798098
X567_.hsa.mir.3684,0.0882796874715696,0.825630864439904,1.22718424529093,0.220444240146014,0.253242041728714,-7.06247354585864
X1866_.hsa.mir.939,-0.104432534034901,1.29237815943029,-1.19342427164355,0.233380335365089,0.267133253026778,-7.1032226273668
X129_.hsa.mir.1284,-0.124967914744123,1.77778341754327,-1.19268200402967,0.233670701161428,0.267133253026778,-7.10410587964469
X195_.hsa.mir.146a,0.237534725093571,9.81139082105529,1.18776836468511,0.235599338030398,0.268685927874861,-7.10993903931568
X916_.hsa.mir.4638,-0.0874013285430109,0.599936048709135,-1.15007748793938,0.250769680087556,0.285295940389465,-7.15388766985608
X7_.hsa.let.7e,-0.227434730971922,8.41234375920673,-1.12176234705927,0.262607653138144,0.298043866573653,-7.18597759917469
X6_.hsa.let.7d,-0.14595463270321,10.5564906939351,-1.09195660901014,0.275481313158663,0.311903121388774,-7.21889778706634
X1879_.hsa.mir.98,-0.120636943053207,6.95525802840865,-1.08100046833072,0.280320347898921,0.316612548160181,-7.23077720839314
X1880_.hsa.mir.99a,0.326062358276017,5.73509423501683,1.07950520247069,0.280985233823685,0.316612548160181,-7.23238924314026
X257_.hsa.mir.196b,-0.474139293077725,8.57730822441106,-1.07078675613111,0.284883372827053,0.320238827211318,-7.24174434471316
X17_.hsa.mir.103a.1,-0.0842273311171802,14.9970643915385,-1.01969321108527,0.30846394572582,0.345920281992527,-7.29505195315564
X18_.hsa.mir.103a.2,-0.0829867425970416,15.0005011061058,-1.00679164456402,0.314617512663801,0.351983012980167,-7.30810259831861
X652_.hsa.mir.3940,0.119999828432478,1.58041515445673,0.996322947738777,0.319669813308731,0.356787872200029,-7.31857072700275
X1183_.hsa.mir.5193,-0.0768152411884453,0.683756227697115,-0.944782563893525,0.345315824458269,0.384500598864881,-7.36852012591682
X53_.hsa.mir.1226,0.123129151749408,1.98646457391827,0.93370466107961,0.35099543941791,0.389902952749612,-7.37891123809243
X1466_.hsa.mir.632,-0.0915725522434847,0.696817456384615,-0.929246570899736,0.353297765686481,0.391537053266664,-7.38305850220319
X253_.hsa.mir.194.2,-0.135615138667571,7.21547340183173,-0.904535852027725,0.366232499044453,0.404919030633656,-7.40568786857939
X1276_.hsa.mir.548l,-0.0558419692140512,0.502505759257212,-0.900387970480825,0.368432399340301,0.406397330419863,-7.40942683751573
X1275_.hsa.mir.548k,-0.06517588115965,0.672947958591346,-0.883050232159534,0.377716833197164,0.415665019709964,-7.42487003037136
X811_.hsa.mir.4461,-0.111602259391289,1.00837006334615,-0.851483117011564,0.394988706422852,0.433658929429285,-7.45221948327447
X670_.hsa.mir.421,-0.110752581749039,3.54035336108173,-0.84243431151402,0.400026774104031,0.438168861867439,-7.45987634835638
X29_.hsa.mir.1179,-0.0596859906348649,0.595395467987981,-0.834035641741729,0.404737391398807,0.442300026331411,-7.46691013295599
X1873_.hsa.mir.942,0.0656895030377225,5.87025155180769,0.804337305160228,0.42165953565312,0.459726021510693,-7.49121875141445
X824_.hsa.mir.4473,-0.0869102702248945,0.942287036096154,-0.771902522230901,0.440608452596711,0.47927616899088,-7.51676343508903
X92_.hsa.mir.125b.2,0.191088435274283,4.66682729120192,0.769302940551619,0.442148090552703,0.479842743433924,-7.51876541583119
X533_.hsa.mir.3654,-0.0754880907946959,0.735085596492788,-0.707262250452542,0.47979773757036,0.5195051365417,-7.56454531496441
X625_.hsa.mir.3912,0.0684146469760334,1.48540204205048,0.700482727027243,0.48401570052456,0.522870171896945,-7.56931534721918
X8_.hsa.let.7f.1,0.101877895835798,13.738870684524,0.665788770872832,0.505913456460856,0.545275144148886,-7.59300826795343
X1751_.hsa.mir.744,0.083009276786048,6.75499883928365,0.647179194215712,0.517871313799526,0.556889015524148,-7.60522220671591
X534_.hsa.mir.3655,-0.0441067389751225,0.521185956367788,-0.605536196372477,0.545151500873104,0.584859342288038,-7.63130171165914
X1279_.hsa.mir.548o,-0.0437147698749776,1.00928326457692,-0.60370790636478,0.546365415300927,0.584859342288038,-7.63240704248671
X9_.hsa.let.7f.2,0.0918990825449519,13.7697728848269,0.600657131886928,0.548394000652151,0.585699714982229,-7.63424402289062
X1507_.hsa.mir.6514,0.0510061722417535,1.03738853483413,0.576331597500591,0.564701345506334,0.601751886274849,-7.64855890489265
X941_.hsa.mir.4660,-0.0600282629582638,1.26257878271154,-0.551427729600688,0.581635218739548,0.61839771563505,-7.66260209598535
X272_.hsa.mir.200c,-0.0725161370335243,7.12815798041827,-0.541872311490078,0.58819527335653,0.622580165935447,-7.66782595771512
X1280_.hsa.mir.548o.2,0.0408874292753784,0.984725248913462,0.541847018240705,0.588212683314806,0.622580165935447,-7.66783966430779
X509_.hsa.mir.3610,0.0651185682808455,1.06645484301442,0.537659632821397,0.591098251677256,0.624231561748851,-7.67010002988834
X392_.hsa.mir.3140,-0.035193520353563,0.596397340211538,-0.513504284484684,0.607869997315073,0.639495574412862,-7.68279728172189
X1573_.hsa.mir.6755,0.0460537167780219,1.21933152114904,0.512935390093353,0.608267552732404,0.639495574412862,-7.68308929632929
X1063_.hsa.mir.4777,0.050918249956716,1.1501882701899,0.493516540463181,0.62190691854318,0.652378972458436,-7.69286316501138
X1583_.hsa.mir.6764,0.030830392193913,0.479259493730769,0.445009782417175,0.656543095704621,0.685675761395463,-7.71563156529685
X1342_.hsa.mir.5690,0.0426878488943871,1.26242166221394,0.444986347301959,0.656560017811792,0.685675761395463,-7.71564199717998
X1295_.hsa.mir.550a.3,0.0422329773599408,2.47792104285577,0.428624271035453,0.668417531113982,0.696514728218331,-7.72279142468681
X1124_.hsa.mir.5010,-0.0427141031800622,1.15629839944712,-0.406218445685823,0.684790038213585,0.712000238407502,-7.73214758655324
X203_.hsa.mir.149,0.0656024502096766,1.4634361787476,0.395311025407849,0.692815078273857,0.718512184677184,-7.73652067176909
X1881_.hsa.mir.99b,-0.10663108728566,10.9191680019639,-0.393563402411486,0.694104127448235,0.718512184677184,-7.73721028771041
X1524_.hsa.mir.664b,0.0462628659347528,3.94767684473077,0.378670692178552,0.705124726197645,0.728319618506779,-7.74296311155172
X1551_.hsa.mir.6734,-0.0335612188794425,0.806595977420673,-0.34971216283532,0.726730897855869,0.74899398881863,-7.75351454682435
X330_.hsa.mir.28,0.0328114513461717,12.3673106505361,0.329302985638193,0.74209167073854,0.763155408117581,-7.76044718392255
X91_.hsa.mir.125b.1,0.0595713093783488,4.53353629585096,0.244843458599695,0.806697824926111,0.827787964139866,-7.78470754584392
X632_.hsa.mir.3917,0.0327329030148533,2.56652343041106,0.217745490418185,0.827733699184937,0.847527331121968,-7.79097930957821
X274_.hsa.mir.203a,0.0577376158930232,4.23549354339904,0.208708322404953,0.834777634318408,0.852885609032473,-7.79290759178835
X408_.hsa.mir.3155a,0.015638500405413,0.569591812170673,0.205200802920918,0.837515158025936,0.85383038837709,-7.79363398887048
X26_.hsa.mir.10a,0.0717541516908309,12.1889614457332,0.153054177223756,0.878429427232932,0.893607473491816,-7.80298154158641
X1851_.hsa.mir.9.3,0.0557701345426365,7.92132135432933,0.140893249690822,0.888022164787185,0.901419050893889,-7.8047702000491
X644_.hsa.mir.3928,-0.0146229932379247,1.88579447838702,-0.116377565986287,0.907409220526588,0.919117726597899,-7.80792615455512
X1850_.hsa.mir.9.2,0.0444767786361426,7.92048981765144,0.112331020878813,0.910614884339558,0.920385430308867,-7.80838924606795
X1463_.hsa.mir.629,-0.0106663203836259,8.67795512927404,-0.0973287309884751,0.922512002814476,0.930413604551645,-7.8099631372585
X1849_.hsa.mir.9.1,0.0242547414255512,7.90483358233654,0.0608289913958108,0.951524481731443,0.957623997639978,-7.81285173384347
X1170_.hsa.mir.5187,-0.00383994154091627,1.59609302524519,-0.0329169189811711,0.973756556803348,0.977909036789717,-7.81416108309935
X1678_.hsa.mir.6855,0.00229463132267194,0.761220382790865,0.026384538551411,0.978963221097281,0.981046121567701,-7.81435492581786
X593_.hsa.mir.374a,-0.00273275987260213,10.9456602552933,-0.0115607560961271,0.990781573699715,0.990781573699715,-7.81463639452087
